Sector,Intercept,Coefficient,R^2,P-Value
^SP500-15,-0.09714820559386889,1.1629369401915914,0.8313034056175909,5.6333631617443295e-49
^SP500-15,-0.09714820559386889,1.1629369401915914,0.8313034056175909,5.6333631617443295e-49
^SP500-15,-0.09714820559386889,1.1629369401915914,0.8313034056175909,5.6333631617443295e-49
^SP500-15,-0.09714820559386889,1.1629369401915914,0.8313034056175909,5.6333631617443295e-49
^SP500-15,-0.09714820559386889,1.1629369401915914,0.8313034056175909,5.6333631617443295e-49
^SP500-60,0.024368360037239307,0.478796671029885,0.24249655075629495,1.1111125406315224e-08
^SP500-60,0.024368360037239307,0.478796671029885,0.24249655075629495,1.1111125406315224e-08
^SP500-60,0.024368360037239307,0.478796671029885,0.24249655075629495,1.1111125406315224e-08
^SP500-60,0.024368360037239307,0.478796671029885,0.24249655075629495,1.1111125406315224e-08
^SP500-60,0.024368360037239307,0.478796671029885,0.24249655075629495,1.1111125406315224e-08
^SP500-60,0.024368360037239307,0.478796671029885,0.24249655075629495,1.1111125406315224e-08
^SP500-60,0.024368360037239307,0.478796671029885,0.24249655075629495,1.1111125406315224e-08
^SP500-60,0.024368360037239307,0.478796671029885,0.24249655075629495,1.1111125406315224e-08
^SP500-60,0.024368360037239307,0.478796671029885,0.24249655075629495,1.1111125406315224e-08
^SP500-60,0.024368360037239307,0.478796671029885,0.24249655075629495,1.1111125406315224e-08
^SP500-45,0.081019442791591,1.3172114470896323,0.6628999441249002,1.3761666999559536e-30
^SP500-45,0.081019442791591,1.3172114470896323,0.6628999441249002,1.3761666999559536e-30
^SP500-45,0.081019442791591,1.3172114470896323,0.6628999441249002,1.3761666999559536e-30
^SP500-45,0.081019442791591,1.3172114470896323,0.6628999441249002,1.3761666999559536e-30
^SP500-45,0.081019442791591,1.3172114470896323,0.6628999441249002,1.3761666999559536e-30
^SP500-45,0.081019442791591,1.3172114470896323,0.6628999441249002,1.3761666999559536e-30
^SP500-45,0.081019442791591,1.3172114470896323,0.6628999441249002,1.3761666999559536e-30
^SP500-45,0.081019442791591,1.3172114470896323,0.6628999441249002,1.3761666999559536e-30
^SP500-45,0.081019442791591,1.3172114470896323,0.6628999441249002,1.3761666999559536e-30
^SP500-45,0.081019442791591,1.3172114470896323,0.6628999441249002,1.3761666999559536e-30
^SP500-55,0.08732574768065868,0.12058402718484808,0.03747032705715592,0.03123078486219584
^SP500-55,0.08732574768065868,0.12058402718484808,0.03747032705715592,0.03123078486219584
^SP500-55,0.08732574768065868,0.12058402718484808,0.03747032705715592,0.03123078486219584
^SP500-55,0.08732574768065868,0.12058402718484808,0.03747032705715592,0.03123078486219584
^SP500-55,0.08732574768065868,0.12058402718484808,0.03747032705715592,0.03123078486219584
^SP500-55,0.08732574768065868,0.12058402718484808,0.03747032705715592,0.03123078486219584
^SP500-55,0.08732574768065868,0.12058402718484808,0.03747032705715592,0.03123078486219584
^SP500-55,0.08732574768065868,0.12058402718484808,0.03747032705715592,0.03123078486219584
^SP500-55,0.08732574768065868,0.12058402718484808,0.03747032705715592,0.03123078486219584
^SP500-55,0.08732574768065868,0.12058402718484808,0.03747032705715592,0.03123078486219584
